,Unnamed: 0,old_ind,Hotel_Name,Average_Score,key
813,813,275588,Room Mate Gerard,9,[]
814,814,275602,H10 Marina Barcelona,8.2,"[u'breakfast', u'good', u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
815,815,275920,Barcelona Princess,8.3,"[u'also', u'bar', u'barcelona', u'beach', u'bed', u'breakfast', u'centre', u'city', u'clean', u'close', u'comfortable', u'excellent', u'floor', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'mall', u'metro', u'next', u'nice', u'perfect', u'pool', u'positive', u'really', u'room', u'sea', u'shopping', u'staff', u'stay', u'view', u'walk']"
816,816,276817,Novotel Barcelona City,8.4,"[u'breakfast', u'good', u'great', u'hotel', u'location', u'pool', u'room', u'staff']"
817,817,277091,The Gates Diagonal Barcelona,8,"[u'good', u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
818,818,277378,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,8.6,[]
819,819,277434,Wilson Boutique Hotel,8.7,"[u'hotel', u'location', u'room', u'staff']"
820,820,277579,NH Hesperia Barcelona Presidente,8.6,[u'staff']
821,821,277699,Hilton Barcelona,8.1,[]
822,822,277744,Vincci Mae,8.9,"[u'room', u'staff']"
823,823,277850,Fairmont Rey Juan Carlos I,8.3,"[u'hotel', u'room', u'staff']"
824,824,278047,Pullman Barcelona Skipper,8.6,"[u'beach', u'breakfast', u'good', u'great', u'hotel', u'location', u'nice', u'pool', u'room', u'staff']"
825,825,278325,Hotel Ciutadella Barcelona,8.1,[u'location']
826,826,278418,Catalonia Atenas,7.9,"[u'also', u'area', u'bar', u'bed', u'breakfast', u'city', u'clean', u'close', u'comfortable', u'easy', u'excellent', u'food', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'metro', u'near', u'next', u'nice', u'pool', u'positive', u'really', u'roof', u'rooftop', u'room', u'spa', u'staff', u'station', u'stay', u'train', u'view', u'walk', u'would']"
827,827,279479,Tryp Barcelona Apolo Hotel,7.8,"[u'breakfast', u'location', u'staff']"
828,828,279658,Sansi Pedralbes,8.4,[]
829,829,279688,Crowne Plaza Barcelona Fira Center,8.8,[u'room']
830,830,279808,Gran Hotel Torre Catalunya,8.5,"[u'breakfast', u'excellent', u'floor', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'restaurant', u'room', u'staff', u'station', u'train', u'view']"
831,831,280190,H10 Itaca,8.2,[u'staff']
832,832,280315,Hotel Abbot,7.4,[]
833,833,280354,Sercotel Amister Art Hotel Barcelona,8.5,"[u'hotel', u'room', u'staff']"
834,834,280434,Melia Barcelona Sarri ,8.1,"[u'breakfast', u'hotel', u'room', u'staff']"
835,835,280541,ABaC Restaurant Hotel Barcelona GL Monumento,8.8,[]
836,836,280572,Col n Hotel Barcelona,8.9,"[u'cathedral', u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff', u'view']"
837,837,280968,Hotel SB Icaria Barcelona,8,"[u'area', u'beach', u'bed', u'breakfast', u'bus', u'city', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'minute', u'near', u'nice', u'pool', u'positive', u'restaurant', u'room', u'staff', u'walk']"
838,838,281807,Hotel Barcelona Universal,8.8,"[u'breakfast', u'clean', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
839,839,282060,Aparthotel Arai 4 Superior,9.3,"[u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
840,840,282265,NH Collection Barcelona Podium,8.9,"[u'great', u'hotel', u'location', u'room', u'staff']"
841,841,282411,Hotel Ronda Lesseps,7.4,"[u'good', u'location', u'room']"
842,842,282494,Hotel Barcelona Center,8.4,"[u'good', u'hotel', u'location', u'room', u'staff']"
843,843,282748,Olivia Balmes Hotel,9.3,"[u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'modern', u'nice', u'pool', u'restaurant', u'room', u'service', u'staff', u'stay']"
844,844,283258,Catalonia Diagonal Centro,8.1,"[u'good', u'great', u'location', u'room', u'staff']"
845,845,283504,The Capital,9,"[u'location', u'staff']"
846,846,283649,Vienna Sporthotel,8.4,[]
847,847,283712,Megaro Hotel,8.8,"[u'bed', u'breakfast', u'clean', u'comfortable', u'cross', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'king', u'location', u'london', u'lovely', u'modern', u'nice', u'pancras', u'perfect', u'restaurant', u'room', u'spacious', u'st', u'staff', u'station', u'stay', u'train', u'well']"
848,848,284512,Hotel De Hallen,8.8,"[u'bed', u'breakfast', u'comfortable', u'design', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'tram']"
849,849,284867,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,8.6,[]
850,850,284912,Catalonia Plaza Catalunya,8.6,"[u'barcelona', u'bed', u'breakfast', u'bus', u'city', u'clean', u'close', u'comfortable', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'pool', u'restaurant', u'room', u'staff', u'stay', u'walk']"
851,851,285876,Hotel Regina,8.5,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'room', u'staff']"
852,852,286466,Hotel Pulitzer,8.8,"[u'bar', u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
853,853,286961,Hotel Alimara,8.1,"[u'good', u'hotel', u'metro', u'room', u'staff', u'station']"
854,854,287156,Thistle Holborn The Kingsley,8.5,"[u'bed', u'breakfast', u'clean', u'comfortable', u'comfy', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'room', u'staff', u'stay', u'theatre', u'walk']"
855,855,287865,Hotel Boltzmann,8.1,[]
856,856,287935,The Westbury A Luxury Collection Hotel Mayfair London,8.2,"[u'great', u'hotel', u'location', u'room', u'staff']"
857,857,288224,Petit Palace Boqueria Garden,8.5,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'la', u'location', u'lovely', u'nice', u'perfect', u'quiet', u'rambla', u'ramblas', u'room', u'staff', u'stay', u'walk']"
858,858,289010,Mercer House B ria BCN,8.6,[u'location']
859,859,289099,Hotel ViennArt am Museumsquartier,8.4,"[u'breakfast', u'clean', u'close', u'coffee', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'museum', u'nice', u'room', u'staff']"
860,860,289557,Crowne Plaza London Battersea,8.8,"[u'bathroom', u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'facility', u'friendly', u'good', u'great', u'helpful', u'hotel', u'lovely', u'nice', u'really', u'river', u'room', u'service', u'spa', u'staff', u'stay', u'view']"
861,861,290146,Amba Hotel Marble Arch,8.5,"[u'bar', u'bed', u'breakfast', u'check', u'clean', u'comfortable', u'comfy', u'complimentary', u'everything', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'mini', u'nice', u'oxford', u'perfect', u'positive', u'room', u'service', u'size', u'spacious', u'staff', u'stay', u'street']"
862,862,291408,Taj 51 Buckingham Gate Suites and Residences,9.5,[u'staff']
863,863,291541,Hotel Sans Souci Wien,9.4,"[u'breakfast', u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
864,864,291776,Catalonia La Pedrera,8.4,"[u'location', u'room', u'staff']"
865,865,291931,Ohla Eixample,9.1,"[u'breakfast', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
866,866,292181,Jumeirah Carlton Tower,8.6,[u'location']
867,867,292257,Hotel Villa Emilia,9.1,"[u'bar', u'friendly', u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
868,868,292450,TWO Hotel Barcelona by Axel 4 Sup Adults Only,8.8,"[u'breakfast', u'clean', u'design', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'pool', u'really', u'room', u'staff']"
869,869,292972,Hotel Best Western PLUS Alfa Aeropuerto,7.8,"[u'airport', u'bed', u'breakfast', u'bus', u'clean', u'close', u'comfortable', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'service', u'shuttle', u'staff']"
870,870,293544,AC Hotel Irla a Marriott Lifestyle Hotel,7.9,[]
871,871,293560,Hotel Barcelona Catedral,8.9,"[u'area', u'barcelona', u'bed', u'breakfast', u'cathedral', u'clean', u'comfortable', u'everything', u'excellent', u'fantastic', u'friendly', u'good', u'gothic', u'great', u'helpful', u'hotel', u'location', u'lovely', u'modern', u'nice', u'perfect', u'pool', u'quiet', u'restaurant', u'room', u'staff', u'stay', u'tour', u'walk', u'well', u'would']"
872,872,294430,Arenas Atiram Hotels,7.5,[]
873,873,294505,Holiday Inn London Regent s Park,8.2,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'nice', u'positive', u'room', u'staff', u'stay', u'tube', u'walk']"
874,874,295331,Senator Barcelona Spa Hotel,7.7,"[u'breakfast', u'camp', u'clean', u'close', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'nou', u'room', u'spa', u'staff']"
875,875,295900,Thistle Euston,8.3,"[u'bed', u'breakfast', u'check', u'clean', u'close', u'comfortable', u'comfy', u'convenient', u'euston', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'positive', u'quiet', u'really', u'reception', u'room', u'service', u'staff', u'station', u'stay', u'walk', u'well']"
876,876,297114,The Connaught,9.3,[]
877,877,297159,Room Mate Anna,9.1,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
878,878,297452,Gran Hotel La Florida,8.7,"[u'hotel', u'room', u'staff', u'view']"
879,879,297640,Ayre Hotel Caspe,8.5,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'quiet', u'room', u'staff', u'walk']"
880,880,298235,Doubletree By Hilton London Greenwich,8.8,"[u'area', u'bar', u'bed', u'breakfast', u'clean', u'comfortable', u'comfy', u'dlr', u'excellent', u'food', u'friendly', u'good', u'great', u'greenwich', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'positive', u'quiet', u'really', u'room', u'service', u'shower', u'staff', u'stay', u'view', u'well', u'would']"
881,881,299207,Chasse Hotel,8.9,"[u'hotel', u'room', u'staff']"
882,882,299346,The Chelsea Harbour Hotel,8.6,"[u'bed', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'room', u'staff', u'stay', u'suite', u'view']"
883,883,299896,Palais Coburg Residenz,9.5,[]
884,884,299912,Zenit Borrell,8,"[u'clean', u'good', u'room', u'staff']"
885,885,299996,U232 Hotel,8.7,"[u'great', u'hotel', u'location', u'room', u'staff']"
886,886,300194,Eurostars Monumental,8.3,"[u'familia', u'good', u'helpful', u'hotel', u'location', u'room', u'sagrada', u'staff']"
887,887,300406,Pestana Arena Barcelona,8.5,"[u'location', u'room', u'staff']"
888,888,300548,Grange City Hotel,8.7,"[u'bed', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff', u'tower']"
889,889,300953,Holiday Inn London Bloomsbury,8.2,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'near', u'nice', u'positive', u'quiet', u'restaurant', u'room', u'russell', u'square', u'staff', u'station', u'stay', u'tube', u'walk']"
890,890,302169,The Mirror Barcelona,8.6,"[u'hotel', u'location', u'room', u'staff']"
891,891,302326,Worldhotel Cristoforo Colombo,8.6,"[u'breakfast', u'clean', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'room', u'spa', u'staff', u'station', u'walk']"
892,892,302838,IH Hotels Milano Puccini,7.6,"[u'breakfast', u'good', u'location']"
893,893,303013,Best Western Hotel City,8.4,"[u'breakfast', u'good', u'hotel', u'location', u'room', u'staff']"
894,894,303186,Ch teau Monfort Relais Ch teaux,9,"[u'great', u'hotel', u'room', u'staff']"
895,895,303413,Palazzo Parigi Hotel Grand Spa Milano,9.3,[u'staff']
896,896,303535,Hotel Lloyd,7.5,"[u'good', u'location', u'staff']"
897,897,303746,Hotel Romana Residence,7.8,"[u'breakfast', u'good', u'hotel', u'location', u'room', u'staff', u'walk']"
898,898,304080,Hotel Crivi s,8,"[u'breakfast', u'location', u'staff']"
899,899,304154,Hotel Galileo,7.9,"[u'breakfast', u'good', u'location', u'staff']"
900,900,304376,Carlyle Brera Hotel,8.2,"[u'breakfast', u'good', u'hotel', u'location', u'room', u'staff']"
901,901,304609,Boscolo Milano Autograph Collection,7.9,"[u'location', u'staff']"
902,902,304804,Mokinba Hotels King,7.3,[u'location']
903,903,304956,Qualys Hotel Nasco,8.2,"[u'breakfast', u'good', u'hotel', u'room', u'staff']"
904,904,305162,Enterprise Hotel Design Boutique,8.5,"[u'breakfast', u'good', u'hotel', u'nice', u'room', u'staff']"
905,905,305398,Tryp Barcelona Condal Mar Hotel,8.1,[u'staff']
906,906,305498,NH Collection Barcelona Constanza,8.7,"[u'breakfast', u'good', u'hotel', u'room', u'staff']"
907,907,305675,NH Collection Amsterdam Grand Hotel Krasnapolsky,8.4,"[u'amsterdam', u'bar', u'bed', u'breakfast', u'central', u'clean', u'comfortable', u'comfy', u'dam', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'positive', u'room', u'service', u'square', u'staff', u'stay']"
908,908,306918,Park Plaza Victoria Amsterdam,8,"[u'amsterdam', u'bar', u'bed', u'breakfast', u'central', u'clean', u'close', u'comfortable', u'comfy', u'concierge', u'everything', u'excellent', u'facility', u'fantastic', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'pool', u'positive', u'really', u'right', u'room', u'service', u'staff', u'station', u'stay', u'train', u'view', u'walk', u'well']"
909,909,308513,Hotel Amsterdam De Roode Leeuw,7.9,"[u'location', u'staff']"
910,910,308683,Swiss tel Amsterdam,8.5,"[u'amsterdam', u'bed', u'central', u'clean', u'comfortable', u'dam', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'room', u'square', u'staff', u'stay']"
911,911,309513,City Rooms,7.9,[]
912,912,309557,Holiday Inn Amsterdam,7.7,"[u'breakfast', u'good', u'hotel', u'location', u'room', u'staff', u'tram']"
913,913,309843,Jaz Amsterdam,8.9,"[u'also', u'amaze', u'amsterdam', u'arena', u'bar', u'bed', u'big', u'breakfast', u'centre', u'city', u'clean', u'close', u'coffee', u'comfortable', u'comfy', u'design', u'dome', u'easy', u'everything', u'excellent', u'facility', u'food', u'friendly', u'get', u'go', u'good', u'great', u'helpful', u'hotel', u'like', u'location', u'love', u'lovely', u'make', u'metro', u'min', u'minute', u'modern', u'music', u'new', u'next', u'nice', u'perfect', u'place', u'positive', u'really', u'restaurant', u'room', u'shower', u'staff', u'station', u'stay', u'super', u'train', u'walk', u'well', u'would', u'ziggo']"
914,914,311000,Best Western Premier Hotel Couture,8.7,"[u'access', u'airport', u'also', u'amsterdam', u'area', u'away', u'bathroom', u'beautiful', u'bed', u'big', u'breakfast', u'center', u'central', u'centre', u'check', u'city', u'clean', u'close', u'coffee', u'comfortable', u'comfy', u'convenient', u'day', u'door', u'easy', u'everything', u'excellent', u'facility', u'far', u'free', u'friendly', u'front', u'get', u'go', u'good', u'great', u'helpful', u'hotel', u'like', u'line', u'locate', u'location', u'love', u'lovely', u'machine', u'make', u'min', u'minute', u'modern', u'money', u'need', u'nespresso', u'new', u'next', u'nice', u'one', u'outside', u'park', u'perfect', u'place', u'positive', u'public', u'quiet', u'quite', u'really', u'recommend', u'restaurant', u'right', u'room', u'service', u'shower', u'size', u'spacious', u'staff', u'station', u'stay', u'stop', u'take', u'time', u'town', u'train', u'tram', u'transport', u'value', u'view', u'walk', u'well', u'wifi', u'would']"
915,915,312809,Mercer Hotel Barcelona,9.5,"[u'hotel', u'location', u'staff']"
916,916,312955,Mercure Vienna First,8.8,"[u'breakfast', u'friendly', u'hotel', u'location', u'room', u'staff']"
917,917,313034,Melia Barcelona Sky 4 Sup,8.4,[]
918,918,313078,Bilderberg Garden Hotel,8.1,"[u'area', u'bed', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'positive', u'quiet', u'restaurant', u'room', u'staff', u'walk']"
919,919,313645,Ako Suites Hotel,8.7,"[u'location', u'staff']"
920,920,313776,Eurostars Cristal Palace,8.2,"[u'breakfast', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
921,921,314161,HCC St Moritz,8.3,[u'location']
922,922,314264,Petit Palace Museum,8.6,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
923,923,314605,NH Amsterdam Noord,8.2,"[u'shuttle', u'staff']"
924,924,314748,Primero Primera,9.2,"[u'breakfast', u'hotel', u'room', u'staff']"
925,925,314819,Hotel 4 Barcelona,7.7,"[u'beach', u'clean', u'good', u'hotel', u'location', u'nice', u'room', u'staff']"
926,926,314939,Melia Vienna,8.6,"[u'bar', u'breakfast', u'clean', u'comfortable', u'excellent', u'floor', u'good', u'great', u'hotel', u'location', u'modern', u'nice', u'positive', u'room', u'staff', u'view']"
927,927,315440,Graben Hotel,8.6,"[u'breakfast', u'location', u'staff']"
928,928,315554,Medinaceli,7.8,[u'location']
929,929,315636,Grand Hotel Downtown,7.5,"[u'bed', u'clean', u'good', u'great', u'hotel', u'location', u'nice', u'room', u'staff', u'view']"
930,930,316051,Amadi Park Hotel,8.1,"[u'bed', u'breakfast', u'clean', u'close', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'walk']"
931,931,316447,Hotel Casa Camper,9.6,"[u'bar', u'breakfast', u'day', u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'snack', u'staff', u'terrace']"
932,932,316748,Holiday Inn London Wembley,8.3,"[u'also', u'arena', u'bar', u'bed', u'breakfast', u'check', u'choice', u'clean', u'close', u'comfortable', u'comfy', u'easy', u'everything', u'excellent', u'facility', u'food', u'friendly', u'get', u'go', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'outlet', u'park', u'perfect', u'pool', u'positive', u'really', u'restaurant', u'room', u'service', u'shop', u'stadium', u'staff', u'station', u'stay', u'value', u'walk', u'well', u'wembley', u'would']"
933,933,318596,Austria Trend Hotel Lassalle Wien,8.1,[u'room']
934,934,318744,H10 Art Gallery 4 Sup,8.8,"[u'breakfast', u'clean', u'excellent', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
935,935,319067,Hotel Granados 83,8.8,"[u'location', u'staff']"
936,936,319202,Best Western PLUS Epping Forest,7.5,"[u'friendly', u'good', u'location', u'positive', u'room', u'staff']"
937,937,319530,NH Hesperia Barcelona del Mar,8.2,"[u'beach', u'breakfast', u'close', u'friendly', u'good', u'hotel', u'location', u'room', u'staff']"
938,938,319669,Novotel Amsterdam City,7.8,"[u'bed', u'breakfast', u'city', u'clean', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'positive', u'room', u'staff', u'tram']"
939,939,320202,St Pancras Renaissance Hotel London,8.8,"[u'bar', u'beautiful', u'bed', u'breakfast', u'building', u'comfortable', u'eurostar', u'excellent', u'fantastic', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'positive', u'really', u'restaurant', u'room', u'service', u'staff', u'station', u'stay', u'well', u'wonderful']"
940,940,321349,DoubleTree By Hilton London Excel,8.4,"[u'airport', u'arrival', u'bar', u'bed', u'breakfast', u'check', u'city', u'clean', u'close', u'comfortable', u'comfy', u'cookie', u'cooky', u'dlr', u'everything', u'excel', u'excellent', u'food', u'free', u'friendly', u'get', u'go', u'good', u'great', u'helpful', u'hotel', u'like', u'location', u'london', u'lovely', u'nice', u'positive', u'really', u'reception', u'restaurant', u'room', u'service', u'spacious', u'staff', u'stay', u'view', u'walk', u'warm', u'welcome', u'well', u'would']"
941,941,322813,The Guesthouse Vienna,9.4,"[u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff', u'wine']"
942,942,323105,Hotel Johann Strauss,8.5,"[u'breakfast', u'good']"
943,943,323215,Hotel Mercure Wien Westbahnhof,7.9,[u'location']
944,944,323302,Savoy Hotel Amsterdam,6.4,"[u'good', u'location', u'positive', u'room', u'staff']"
945,945,323545,Hotel Okura Amsterdam,8.9,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'nice', u'restaurant', u'room', u'service', u'staff']"
946,946,324004,Hotel Eitlj rg,8.2,[]
947,947,324016,Hotel V Fizeaustraat,9.1,"[u'breakfast', u'design', u'everything', u'excellent', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'restaurant', u'room', u'staff', u'station', u'stay']"
948,948,324417,Mercure Wien Zentrum,8.3,"[u'location', u'staff']"
949,949,324569,Best Western Premier Kaiserhof Wien,9.4,"[u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
950,950,324903,FourSide Hotel Suites Vienna,8.6,[u'room']
951,951,325013,Millennium Copthorne Hotels at Chelsea Football Club,8.2,"[u'bed', u'breakfast', u'chelsea', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'positive', u'room', u'staff', u'stay', u'tube']"
952,952,325890,IH Hotels Milano Ambasciatori,7.8,"[u'breakfast', u'good', u'hotel', u'location', u'room']"
953,953,326208,Crowne Plaza Amsterdam South,9,"[u'comfortable', u'friendly', u'good', u'hotel', u'nice', u'room', u'staff']"
954,954,326476,Durrants Hotel,8.1,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'old', u'positive', u'room', u'service', u'staff']"
955,955,327202,Mercure Secession Wien,8.5,[u'location']
956,956,327305,Hotel Well and Come,9,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'pool', u'room', u'staff']"
957,957,327680,City Hotel Deutschmeister,8,"[u'good', u'hotel', u'location', u'room', u'staff']"
958,958,327773,Ayre Hotel Gran V a,8.8,"[u'airport', u'also', u'barcelona', u'bed', u'breakfast', u'bus', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'near', u'nice', u'perfect', u'quiet', u'restaurant', u'room', u'staff', u'station', u'stay', u'stop', u'walk']"
959,959,328570,Sunotel Central,8.2,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'pool', u'room', u'staff', u'walk']"
960,960,329210,Silken Gran Hotel Havana,8.5,"[u'breakfast', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
961,961,329495,Cotton House Hotel Autograph Collection,8.8,[u'hotel']
962,962,329543,Hotel Vueling Bcn by HC,8.8,"[u'breakfast', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
963,963,329865,H10 Casanova,8.6,"[u'location', u'staff']"
964,964,330024,Avenida Palace,8.4,"[u'bar', u'bathroom', u'beautiful', u'bed', u'breakfast', u'city', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'perfect', u'pool', u'roof', u'rooftop', u'room', u'staff', u'stay', u'top', u'view', u'walk']"
965,965,330831,Acta Atrium Palace,8.5,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
966,966,331289,Hotel Indigo Barcelona Plaza Catalunya,8.6,"[u'location', u'staff']"
967,967,331422,Catalonia Passeig de Gr cia 4 Sup,9.2,"[u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'room', u'staff', u'stay']"
968,968,331922,Hotel Palace GL,9.4,"[u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'service', u'staff']"
969,969,332279,Grupotel Gran Via 678,8.4,"[u'breakfast', u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
970,970,332619,Hotel Casa Bonay,8.7,"[u'bar', u'bed', u'breakfast', u'coffee', u'comfortable', u'design', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'love', u'nice', u'restaurant', u'room', u'staff', u'stay']"
971,971,332979,The Cumberland A Guoman Hotel,7.5,"[u'arch', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'hyde', u'like', u'location', u'london', u'marble', u'nice', u'oxford', u'park', u'perfect', u'positive', u'reception', u'room', u'service', u'staff', u'stay', u'street']"
972,972,334788,FourSide Hotel Vienna City Center,8.1,[u'room']
973,973,334961,Hotel Vienna,8.1,"[u'breakfast', u'good', u'hotel', u'location', u'nice', u'room', u'staff']"
974,974,335096,London Marriott Hotel Grosvenor Square,7.9,"[u'location', u'room', u'staff']"
975,975,335352,Rainers Hotel Vienna,8.2,"[u'clean', u'good', u'hotel', u'room', u'staff']"
976,976,335562,Pol Grace Hotel,8.8,"[u'area', u'breakfast', u'clean', u'coffee', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'nice', u'room', u'staff']"
977,977,335962,Austria Trend Hotel Bosei Wien,8.3,"[u'breakfast', u'clean', u'free', u'good', u'hotel', u'location', u'nice', u'park', u'parking', u'room', u'staff']"
978,978,336353,Pertschy Palais Hotel,8.1,"[u'breakfast', u'excellent', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
979,979,336647,Alma Boutique Hotel,8.7,"[u'breakfast', u'good', u'location', u'room', u'staff']"
980,980,336799,Flemings Mayfair,8.7,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
981,981,337298,Hilton London Green Park,7.3,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
982,982,337782,COMO The Halkin,9.3,[]
983,983,337811,Four Seasons Hotel London at Park Lane,9.3,"[u'hotel', u'staff']"
984,984,337902,Hilton Vienna Danube Waterfront,8.4,"[u'breakfast', u'danube', u'excellent', u'good', u'great', u'hotel', u'location', u'nice', u'river', u'room', u'staff', u'view']"
985,985,338328,Hotel 55,8.5,"[u'clean', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'room', u'staff', u'station', u'tube']"
