,Unnamed: 0,old_ind,Hotel_Name,Average_Score,key
986,986,338713,The Harmonie Vienna,9.2,"[u'breakfast', u'clean', u'friendly', u'good', u'helpful', u'hotel', u'room', u'staff']"
987,987,338919,Hotel Park Villa,8.6,[u'breakfast']
988,988,338980,WestCord Fashion Hotel Amsterdam,8.7,"[u'airport', u'also', u'amaze', u'amsterdam', u'area', u'bar', u'bathroom', u'beautiful', u'bed', u'big', u'breakfast', u'centre', u'city', u'clean', u'close', u'comfortable', u'comfy', u'easy', u'everything', u'excellent', u'facility', u'fantastic', u'food', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'love', u'lovely', u'min', u'minute', u'modern', u'nice', u'perfect', u'pool', u'positive', u'really', u'reception', u'restaurant', u'room', u'service', u'shower', u'sky', u'spacious', u'staff', u'stay', u'stop', u'train', u'tram', u'walk', u'well', u'would']"
989,989,340344,The Hoxton Amsterdam,9.3,"[u'bar', u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'restaurant', u'room', u'staff', u'stay']"
990,990,340753,Ambassade Hotel,9.3,"[u'amsterdam', u'bar', u'beautiful', u'bed', u'breakfast', u'canal', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'restaurant', u'room', u'service', u'staff', u'stay', u'view']"
991,991,341304,Banks Mansion All Inclusive Hotel,9.2,"[u'bar', u'bed', u'breakfast', u'comfortable', u'drink', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'inclusive', u'location', u'room', u'staff']"
992,992,341657,Waldorf Astoria Amsterdam,9.5,"[u'hotel', u'room', u'staff']"
993,993,341799,Senator Hotel Vienna,8.1,"[u'clean', u'good', u'hotel', u'room', u'staff', u'tram']"
994,994,342039,Hotel J ger,9,[u'staff']
995,995,342079,Steigenberger Hotel Herrenhof,9,"[u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'room', u'staff']"
996,996,342600,Radisson Blu Style Hotel Vienna,8.4,"[u'good', u'hotel', u'location', u'room', u'staff']"
997,997,342849,Hilton Garden Inn Vienna South,8.1,[]
998,998,342869,Austria Trend Parkhotel Sch nbrunn Wien,8.6,"[u'breakfast', u'clean', u'close', u'excellent', u'good', u'great', u'hotel', u'location', u'nice', u'palace', u'room', u'schonbrunn', u'staff']"
999,999,343298,Club Hotel Cortina,8.2,[]
1000,1000,343362,Arion Cityhotel Vienna und Appartements,8.1,"[u'bed', u'big', u'clean', u'comfortable', u'free', u'good', u'hotel', u'location', u'nice', u'park', u'positive', u'quiet', u'room', u'staff']"
1001,1001,343826,NH Amsterdam Museum Quarter,8,"[u'good', u'great', u'location', u'museum', u'room', u'staff']"
1002,1002,344065,Gartenhotel Altmannsdorf Hotel 1,8,[]
1003,1003,344085,Hilton London Kensington Hotel,7.8,"[u'bar', u'bed', u'breakfast', u'bus', u'centre', u'check', u'choice', u'clean', u'close', u'comfortable', u'comfy', u'easy', u'everything', u'excellent', u'facility', u'food', u'friendly', u'good', u'great', u'helpful', u'hotel', u'like', u'location', u'london', u'lounge', u'lovely', u'nice', u'park', u'positive', u'quiet', u'really', u'reception', u'room', u'service', u'shop', u'staff', u'station', u'stay', u'tube', u'walk', u'well', u'westfield']"
1004,1004,345930,Hotel Mercure Wien City,8.2,"[u'location', u'room']"
1005,1005,346059,Courtyard by Marriott Amsterdam Arena Atlas,8.4,"[u'bed', u'clean', u'comfortable', u'good', u'great', u'hotel', u'location', u'metro', u'nice', u'room', u'staff', u'station']"
1006,1006,346406,Holiday Inn Amsterdam Arena Towers,8.4,"[u'breakfast', u'clean', u'good', u'hotel', u'location', u'room', u'staff']"
1007,1007,346688,The Lanesborough,9.4,[]
1008,1008,346719,Amadi Panorama Hotel,8.4,"[u'amsterdam', u'bed', u'breakfast', u'city', u'clean', u'coffee', u'comfortable', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'minute', u'nice', u'room', u'staff', u'station', u'tram', u'view']"
1009,1009,347200,Room Mate Aitana,8.8,"[u'amsterdam', u'beautiful', u'bed', u'breakfast', u'central', u'city', u'clean', u'close', u'comfortable', u'design', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'modern', u'nice', u'really', u'room', u'service', u'spacious', u'staff', u'station', u'stay', u'view', u'walk']"
1010,1010,348116,DoubleTree by Hilton London Chelsea,8.3,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1011,1011,348666,Hotel G tico,8.2,[]
1012,1012,348691,Hotel JL No76,8.8,"[u'bed', u'breakfast', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'museum', u'room', u'staff']"
1013,1013,349003,Bilderberg Hotel Jan Luyken,8.3,"[u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'museum', u'nice', u'room', u'staff']"
1014,1014,349369,Gran Hotel Barcino,7,[u'location']
1015,1015,349451,Aparthotel Atenea Barcelona,8,"[u'good', u'location', u'metro', u'room', u'staff']"
1016,1016,349629,Mercure Hotel Amsterdam City South,8.2,"[u'also', u'amsterdam', u'bar', u'bed', u'breakfast', u'centre', u'city', u'clean', u'comfortable', u'comfy', u'easy', u'excellent', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'metro', u'minute', u'nice', u'positive', u'really', u'room', u'staff', u'station', u'stay', u'view', u'walk']"
1017,1017,350430,Am Spiegeln,8.3,[]
1018,1018,350451,Hotel Gallitzinberg,8.6,[]
1019,1019,350459,InterContinental Wien,8.1,"[u'location', u'staff']"
1020,1020,350601,Dutch Design Hotel Artemis,7.9,"[u'bed', u'clean', u'comfortable', u'friendly', u'good', u'helpful', u'hotel', u'nice', u'room', u'staff', u'tram']"
1021,1021,351033,Mercure Josefshof Wien,8.3,"[u'bed', u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'walk']"
1022,1022,351449,Fleming s Selection Hotel Wien City,8.3,"[u'bed', u'breakfast', u'city', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'shower', u'staff', u'walk']"
1023,1023,352107,Cordial Theaterhotel Wien,8.4,"[u'location', u'room']"
1024,1024,352164,Vincci Bit,8.5,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'friendly', u'good', u'great', u'hotel', u'location', u'nice', u'room', u'staff']"
1025,1025,352575,Hollmann Beletage Design Boutique,9.3,"[u'breakfast', u'location', u'room', u'staff']"
1026,1026,352677,Hotel Bristol A Luxury Collection Hotel,9.1,"[u'location', u'room', u'staff']"
1027,1027,352737,Hotel Imperial A Luxury Collection Hotel,9.2,[u'hotel']
1028,1028,352814,The Ring Vienna s Casual Luxury Hotel,9,"[u'helpful', u'hotel', u'location', u'room', u'staff']"
1029,1029,353024,Grand Hotel Wien,9,"[u'excellent', u'hotel', u'location', u'room', u'staff']"
1030,1030,353286,Hotel Ambassador,8.3,"[u'hotel', u'location', u'room', u'staff']"
1031,1031,353522,Austria Trend Hotel Astoria Wien,8.5,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1032,1032,353945,Austria Trend Hotel Europa Wien,8.6,"[u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'room', u'staff', u'vienna']"
1033,1033,354474,Hotel Schani Wien,8.8,"[u'breakfast', u'clean', u'close', u'comfortable', u'design', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'main', u'modern', u'nice', u'room', u'staff', u'station', u'train', u'tram']"
1034,1034,354883,Ozo Hotel,7.6,"[u'bed', u'clean', u'close', u'comfortable', u'good', u'hotel', u'location', u'metro', u'nice', u'room', u'staff', u'station']"
1035,1035,355356,Renaissance Amsterdam Hotel,8,"[u'bed', u'comfortable', u'excellent', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'positive', u'room', u'staff']"
1036,1036,355888,Canal House,9.3,"[u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1037,1037,356072,The Toren,9.4,"[u'bar', u'breakfast', u'excellent', u'friendly', u'great', u'helpful', u'hotel', u'location', u'room', u'staff', u'stay']"
1038,1038,356472,The Dylan Amsterdam,9.1,[u'staff']
1039,1039,356576,Great Northern Hotel A Tribute Portfolio Hotel London,8.9,"[u'bar', u'bed', u'breakfast', u'coffee', u'comfortable', u'excellent', u'floor', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'pantry', u'restaurant', u'room', u'staff', u'station', u'stay']"
1040,1040,357196,De Vere Devonport House,8.2,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'comfy', u'easy', u'excellent', u'friendly', u'good', u'great', u'greenwich', u'helpful', u'hotel', u'location', u'london', u'lovely', u'nice', u'park', u'parking', u'perfect', u'positive', u'quiet', u'really', u'room', u'staff', u'stay', u'walk']"
1041,1041,358326,K K Hotel Maria Theresia,8.7,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'museum', u'nice', u'room', u'staff', u'walk']"
1042,1042,358890,Small Luxury Hotel Altstadt Vienna,9.3,"[u'breakfast', u'friendly', u'great', u'helpful', u'hotel', u'room', u'staff']"
1043,1043,359063,Der Wilhelmshof,8.8,"[u'breakfast', u'close', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1044,1044,359317,Park Plaza Vondelpark Amsterdam,7.5,"[u'area', u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'nice', u'park', u'positive', u'room', u'staff', u'tram']"
1045,1045,359910,Hotel Bagu s,8.9,"[u'location', u'staff']"
1046,1046,360029,Hotel 1898,9.2,"[u'bar', u'bed', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'pool', u'roof', u'rooftop', u'room', u'spa', u'staff', u'terrace']"
1047,1047,360461,Hotel Serhs Rivoli Rambla,8.1,"[u'good', u'great', u'hotel', u'location', u'room', u'staff']"
1048,1048,360818,Eurostars Ramblas,8.2,"[u'bed', u'clean', u'good', u'great', u'helpful', u'hotel', u'location', u'room', u'staff']"
1049,1049,361190,Hilton London Wembley,8.8,"[u'also', u'amaze', u'arena', u'bar', u'bathroom', u'bed', u'breakfast', u'check', u'clean', u'close', u'comfortable', u'comfy', u'easy', u'everything', u'excellent', u'executive', u'facility', u'fantastic', u'food', u'friendly', u'get', u'go', u'good', u'great', u'helpful', u'hilton', u'hotel', u'like', u'location', u'london', u'lounge', u'love', u'lovely', u'next', u'nice', u'night', u'park', u'perfect', u'pool', u'positive', u'really', u'reception', u'restaurant', u'room', u'service', u'shop', u'size', u'spacious', u'stadium', u'staff', u'stay', u'tube', u'view', u'walk', u'well', u'wembley', u'would']"
1050,1050,363417,Corus Hotel Hyde Park,7.6,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'hyde', u'location', u'nice', u'park', u'positive', u'reception', u'room', u'staff', u'station', u'stay', u'tube', u'walk']"
1051,1051,364531,London Elizabeth Hotel,7,"[u'good', u'location', u'room', u'staff']"
1052,1052,364767,Lancaster London,8.3,"[u'bed', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'hyde', u'location', u'lovely', u'nice', u'park', u'positive', u'room', u'staff', u'stay', u'view']"
1053,1053,365418,Hotel Daniel Vienna,8.5,"[u'breakfast', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
1054,1054,365663,Eurostars Embassy,8.4,"[u'good', u'hotel', u'nice', u'room']"
1055,1055,365817,BEST WESTERN PLUS Amedia Wien,8.4,"[u'bus', u'clean', u'close', u'comfortable', u'good', u'hotel', u'location', u'nice', u'room', u'staff']"
1056,1056,366236,Mercure Grand Hotel Biedermeier Wien,8.4,"[u'good', u'hotel', u'location', u'room']"
1057,1057,366395,Hotel Rathaus Wein Design,9.3,"[u'breakfast', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'wine']"
1058,1058,366733,NH Collection Milano President,8.7,"[u'bed', u'breakfast', u'clean', u'comfortable', u'duomo', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'stay', u'walk']"
1059,1059,367406,Hotel Dieci,8.1,[]
1060,1060,367456,Royal Ramblas,8.4,"[u'breakfast', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'perfect', u'ramblas', u'room', u'staff']"
1061,1061,368178,Best Western Blue Tower Hotel,7.4,"[u'bathroom', u'bed', u'breakfast', u'bus', u'centre', u'city', u'clean', u'close', u'comfortable', u'comfy', u'easy', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'positive', u'public', u'really', u'room', u'staff', u'tram', u'transport']"
1062,1062,369023,Hampshire Hotel Amsterdam American,8.5,"[u'amsterdam', u'bar', u'beautiful', u'bed', u'best', u'breakfast', u'canal', u'city', u'clean', u'close', u'comfortable', u'comfy', u'easy', u'everything', u'excellent', u'fantastic', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'lovely', u'museum', u'nice', u'perfect', u'positive', u'really', u'restaurant', u'room', u'staff', u'stay', u'stop', u'tram', u'view', u'walk', u'well']"
1063,1063,370265,Ilunion Bel Art,7.9,[]
1064,1064,370315,25hours Hotel beim MuseumsQuartier,8.8,"[u'atmosphere', u'bar', u'bed', u'breakfast', u'city', u'comfortable', u'cool', u'design', u'everything', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'love', u'nice', u'place', u'really', u'restaurant', u'roof', u'rooftop', u'room', u'staff', u'stay', u'top', u'view']"
1065,1065,371004,Hotel Topazz,8.7,"[u'hotel', u'location', u'staff']"
1066,1066,371164,Hampshire Hotel The Manor Amsterdam,8.3,"[u'bed', u'city', u'clean', u'comfortable', u'friendly', u'get', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'stay', u'tram']"
1067,1067,371622,Hotel Kavalier,8,"[u'breakfast', u'clean', u'good', u'hotel', u'nice', u'room', u'staff']"
1068,1068,371929,Ofelias Hotel 4 Sup,8.6,"[u'great', u'hotel', u'location', u'room', u'staff']"
1069,1069,372010,Vincci Maritimo,8.3,"[u'beach', u'breakfast', u'clean', u'close', u'good', u'hotel', u'location', u'metro', u'nice', u'room', u'staff']"
1070,1070,372353,London Marriott Hotel County Hall,8.5,"[u'great', u'location', u'room', u'staff', u'view']"
1071,1071,372586,The Level at Melia Barcelona Sky,8.6,[]
1072,1072,372608,Eurohotel Diagonal Port,7,[]
1073,1073,372660,Hotel Derby,8,[]
1074,1074,372735,Hotel Gran Derby Suites,8.5,"[u'room', u'staff']"
1075,1075,372810,Jumeirah Lowndes Hotel,8.6,"[u'location', u'staff']"
1076,1076,372994,Catalonia Magdalenes,9.4,"[u'clean', u'excellent', u'free', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'pool', u'room', u'snack', u'staff']"
1077,1077,373305,Expo Hotel Barcelona,7.6,"[u'bar', u'barcelona', u'breakfast', u'clean', u'close', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'metro', u'near', u'nice', u'pool', u'positive', u'roof', u'room', u'sants', u'staff', u'station', u'train', u'view', u'walk']"
1078,1078,374110,The Corner Hotel,9.3,"[u'hotel', u'room', u'staff']"
1079,1079,374213,Best Western Premier Hotel Dante,8.4,"[u'good', u'location', u'room', u'staff']"
1080,1080,374412,Hotel Balmes,8.5,"[u'clean', u'friendly', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
1081,1081,374622,Alexandra Barcelona A DoubleTree by Hilton,8.3,"[u'location', u'staff']"
1082,1082,374699,Alma Barcelona GL,9.2,"[u'hotel', u'location', u'room', u'staff']"
1083,1083,374878,Room Mate Carla,8.9,"[u'breakfast', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff']"
1084,1084,375107,The Mandeville Hotel,8.5,"[u'bed', u'clean', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'london', u'nice', u'oxford', u'positive', u'restaurant', u'room', u'staff', u'stay', u'street']"
1085,1085,375953,Hallmark Hotel London Chigwell Prince Regent,6.9,"[u'bed', u'breakfast', u'friendly', u'good', u'hotel', u'location', u'nice', u'positive', u'room', u'staff']"
1086,1086,376416,Upper Diagonal,8.8,"[u'room', u'staff']"
1087,1087,376554,Falkensteiner Hotel Wien Margareten,8.9,"[u'good', u'hotel', u'room']"
1088,1088,376721,Holiday Inn Vienna City,8.7,[u'staff']
1089,1089,376787,pentahotel Vienna,8.5,[u'hotel']
1090,1090,376916,IntercityHotel Wien,8.5,"[u'clean', u'free', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'room', u'staff', u'station', u'ticket', u'transport']"
1091,1091,377326,Boutiquehotel Das Tyrol,9.4,"[u'breakfast', u'hotel', u'location', u'room', u'staff']"
1092,1092,377465,NH Wien City,8.4,"[u'good', u'location', u'room', u'staff']"
1093,1093,377696,Hotel Corvinus,8.5,[u'location']
1094,1094,377804,NH Collection Wien Zentrum,8.9,"[u'breakfast', u'clean', u'comfortable', u'good', u'great', u'hotel', u'location', u'room', u'staff']"
1095,1095,378118,Aparthotel Mariano Cubi Barcelona,8.3,"[u'good', u'room', u'staff']"
1096,1096,378209,Hotel Arts Barcelona,8.8,"[u'hotel', u'location', u'room', u'staff', u'view']"
1097,1097,378521,Leonardo Hotel Vienna,8.1,"[u'bed', u'breakfast', u'clean', u'close', u'comfortable', u'excellent', u'friendly', u'good', u'great', u'helpful', u'hotel', u'location', u'nice', u'positive', u'room', u'staff', u'station']"
